Accident_ID,Date,Time,City,State,Accident_Severity,Weather_Condition,Road_Condition,Vehicle_Type,Vehicles_Involved,Injuries,Fatalities,Accident_Cause
TA1229,1/6/2023,18:47,Delhi,Delhi,Fatal,Cloudy,Potholes,Van,4,7,2,Distracted Driving
TA1230,11/25/2023,9:44,Lucknow,Uttar Pradesh,Moderate,Clear,Under Construction,Motorcycle,1,2,0,Overtaking
TA1231,2/7/2023,13:33,Pune,Maharashtra,Moderate,Cloudy,Poor,Car,1,4,0,Signal Violation
TA1232,4/20/2023,11:26,Chandigarh,Chandigarh,Minor,Overcast,Under Construction,Bus,2,8,0,Overtaking
TA1233,7/17/2023,3:50,Jaipur,Rajasthan,Minor,Fog,Poor,Van,2,0,0,Weather
TA1234,10/30/2023,19:22,Surat,Gujarat,Moderate,Cloudy,Wet,Truck,4,6,0,Signal Violation
TA1235,3/30/2023,13:40,Surat,Gujarat,Moderate,Cloudy,Wet,Bus,3,3,0,Speeding
TA1236,1/28/2024,8:02,Jaipur,Rajasthan,Minor,Rain,Poor,Auto Rickshaw,1,4,0,Weather
TA1237,12/10/2024,8:03,Nagpur,Maharashtra,Minor,Clear,Potholes,Auto Rickshaw,2,6,0,Weather
TA1238,12/21/2024,10:36,Kochi,Kerala,Moderate,Rain,Poor,Truck,2,3,0,Distracted Driving
TA1239,6/6/2023,15:31,Coimbatore,Tamil Nadu,Moderate,Overcast,Poor,Bus,4,8,0,Drunk Driving
TA1240,9/11/2023,23:13,Kolkata,West Bengal,Moderate,Clear,Under Construction,Bus,3,1,0,Signal Violation
TA1241,3/5/2023,18:41,Mumbai,Maharashtra,Severe,Cloudy,Under Construction,Truck,2,2,0,Poor Road Condition
TA1242,3/28/2024,3:58,Kochi,Kerala,Moderate,Overcast,Potholes,Car,4,0,0,Overtaking
TA1243,6/9/2024,14:10,Delhi,Delhi,Moderate,Clear,Under Construction,Bus,3,0,0,Overtaking
TA1244,1/4/2023,7:26,Jaipur,Rajasthan,Moderate,Clear,Potholes,Auto Rickshaw,1,8,0,Speeding
TA1245,4/28/2024,1:04,Chennai,Tamil Nadu,Minor,Cloudy,Wet,SUV,4,5,0,Overtaking
TA1246,1/22/2024,12:49,Visakhapatnam,Andhra Pradesh,Minor,Overcast,Wet,Van,3,1,0,Distracted Driving
TA1247,2/7/2024,18:03,Patna,Bihar,Minor,Cloudy,Dry,SUV,1,4,0,Overtaking
TA1248,3/10/2024,18:09,Patna,Bihar,Minor,Cloudy,Wet,Bus,3,2,0,Poor Road Condition
TA1249,4/26/2023,1:05,Kolkata,West Bengal,Severe,Fog,Under Construction,SUV,1,3,0,Distracted Driving
TA1250,4/14/2023,20:16,Chennai,Tamil Nadu,Minor,Overcast,Dry,Motorcycle,1,6,0,Overtaking
TA1251,7/6/2024,7:24,Ahmedabad,Gujarat,Moderate,Clear,Wet,Truck,3,3,0,Drunk Driving
TA1252,11/23/2023,19:42,Bhubaneswar,Odisha,Moderate,Rain,Wet,Auto Rickshaw,2,8,0,Distracted Driving
TA1253,11/4/2023,9:23,Bhopal,Madhya Pradesh,Minor,Overcast,Wet,Van,4,8,0,Overtaking
TA1254,12/19/2023,21:57,Bengaluru,Karnataka,Moderate,Overcast,Poor,Van,4,6,0,Distracted Driving
TA1255,1/21/2024,6:16,Lucknow,Uttar Pradesh,Moderate,Fog,Wet,SUV,2,4,0,Drunk Driving
TA1256,4/19/2024,1:58,Delhi,Delhi,Moderate,Fog,Under Construction,Truck,2,6,0,Distracted Driving
TA1257,7/28/2023,11:16,Jaipur,Rajasthan,Moderate,Fog,Poor,Car,2,0,0,Poor Road Condition
TA1258,11/20/2024,20:38,Indore,Madhya Pradesh,Moderate,Clear,Wet,SUV,2,7,0,Distracted Driving
TA1259,11/7/2023,0:31,Surat,Gujarat,Minor,Cloudy,Dry,Van,4,3,0,Weather
TA1260,12/21/2024,6:58,Chandigarh,Chandigarh,Minor,Cloudy,Under Construction,Auto Rickshaw,3,6,0,Overtaking
TA1261,10/26/2024,12:15,Patna,Bihar,Minor,Rain,Under Construction,Bus,4,1,0,Drunk Driving
TA1262,11/24/2023,6:56,Coimbatore,Tamil Nadu,Minor,Fog,Dry,Truck,2,2,0,Speeding
TA1263,7/20/2024,19:56,Jaipur,Rajasthan,Moderate,Fog,Poor,Motorcycle,2,5,0,Distracted Driving
TA1264,8/6/2024,8:23,Indore,Madhya Pradesh,Moderate,Rain,Poor,SUV,4,7,0,Overtaking
TA1265,12/27/2023,5:46,Pune,Maharashtra,Minor,Overcast,Potholes,Motorcycle,1,8,0,Speeding
TA1266,11/15/2024,1:39,Chennai,Tamil Nadu,Moderate,Fog,Wet,SUV,2,1,0,Weather
TA1267,1/10/2023,7:27,Delhi,Delhi,Moderate,Rain,Dry,Truck,4,7,0,Speeding
TA1268,6/28/2024,18:49,Hyderabad,Telangana,Minor,Clear,Under Construction,Van,3,8,0,Poor Road Condition
TA1269,5/29/2024,23:49,Hyderabad,Telangana,Moderate,Cloudy,Dry,Car,2,3,0,Distracted Driving
TA1270,6/23/2024,8:36,Chandigarh,Chandigarh,Severe,Rain,Potholes,Car,3,6,0,Overtaking
TA1271,9/7/2023,23:47,Bhubaneswar,Odisha,Minor,Clear,Dry,Car,4,6,0,Overtaking
TA1272,5/2/2024,1:54,Patna,Bihar,Moderate,Cloudy,Dry,Bus,4,5,0,Signal Violation
TA1273,6/24/2024,1:27,Mumbai,Maharashtra,Minor,Overcast,Potholes,Auto Rickshaw,1,1,0,Weather
TA1274,7/10/2024,19:14,Jaipur,Rajasthan,Moderate,Cloudy,Poor,Car,2,2,0,Drunk Driving
TA1275,3/20/2023,10:12,Indore,Madhya Pradesh,Minor,Cloudy,Under Construction,SUV,4,8,0,Poor Road Condition
TA1276,5/24/2023,23:31,Indore,Madhya Pradesh,Moderate,Overcast,Poor,Car,1,6,0,Distracted Driving
TA1277,12/15/2023,20:39,Chennai,Tamil Nadu,Moderate,Overcast,Potholes,SUV,3,0,0,Weather
TA1278,4/6/2024,16:44,Jaipur,Rajasthan,Minor,Overcast,Potholes,Bus,2,6,0,Speeding
TA1279,10/30/2023,8:24,Chandigarh,Chandigarh,Moderate,Clear,Poor,Motorcycle,4,2,0,Weather
TA1280,11/21/2023,12:18,Indore,Madhya Pradesh,Minor,Clear,Poor,Bus,3,4,0,Speeding
TA1281,3/31/2023,6:23,Delhi,Delhi,Minor,Overcast,Under Construction,Truck,4,1,0,Speeding
TA1282,12/29/2023,18:55,Chennai,Tamil Nadu,Minor,Overcast,Poor,SUV,4,0,0,Poor Road Condition
TA1283,2/2/2024,2:53,Bhopal,Madhya Pradesh,Moderate,Overcast,Wet,Truck,2,6,0,Distracted Driving
TA1284,10/3/2023,10:16,Delhi,Delhi,Minor,Cloudy,Dry,Motorcycle,4,4,0,Overtaking
TA1285,5/10/2024,2:37,Lucknow,Uttar Pradesh,Minor,Cloudy,Potholes,Truck,2,7,0,Speeding
TA1286,11/8/2023,0:13,Delhi,Delhi,Severe,Rain,Under Construction,Bus,3,7,0,Poor Road Condition
TA1287,10/28/2024,20:17,Bhopal,Madhya Pradesh,Minor,Rain,Under Construction,Van,2,7,0,Poor Road Condition
TA1288,2/12/2024,10:53,Pune,Maharashtra,Minor,Fog,Under Construction,SUV,2,5,0,Overtaking
TA1289,2/7/2024,12:27,Jaipur,Rajasthan,Minor,Overcast,Wet,Truck,2,8,0,Speeding
TA1290,12/26/2024,7:09,Visakhapatnam,Andhra Pradesh,Minor,Rain,Dry,SUV,4,7,0,Distracted Driving
TA1291,9/5/2023,8:37,Lucknow,Uttar Pradesh,Moderate,Fog,Potholes,Car,4,7,0,Signal Violation
TA1292,7/1/2024,17:17,Indore,Madhya Pradesh,Severe,Fog,Under Construction,Car,3,8,0,Signal Violation
TA1293,4/22/2023,8:28,Chennai,Tamil Nadu,Moderate,Rain,Wet,Van,1,6,0,Drunk Driving
TA1294,3/16/2024,3:36,Surat,Gujarat,Minor,Rain,Wet,Truck,2,7,0,Poor Road Condition
TA1295,4/19/2024,23:11,Indore,Madhya Pradesh,Moderate,Overcast,Wet,Auto Rickshaw,1,7,0,Speeding
TA1296,3/1/2024,2:55,Lucknow,Uttar Pradesh,Minor,Cloudy,Poor,Auto Rickshaw,3,7,0,Drunk Driving
TA1297,6/17/2024,16:29,Kolkata,West Bengal,Minor,Clear,Potholes,Van,4,5,0,Speeding
TA1298,2/15/2023,3:55,Lucknow,Uttar Pradesh,Minor,Rain,Dry,Van,2,3,0,Signal Violation
TA1299,7/19/2024,5:27,Pune,Maharashtra,Minor,Fog,Potholes,Motorcycle,4,2,0,Distracted Driving
TA1300,2/10/2024,0:59,Bhopal,Madhya Pradesh,Moderate,Cloudy,Potholes,Truck,4,6,0,Speeding
TA1301,7/30/2023,9:30,Kolkata,West Bengal,Moderate,Clear,Under Construction,Car,2,5,0,Poor Road Condition
TA1302,4/13/2024,3:53,Kolkata,West Bengal,Minor,Fog,Under Construction,Van,3,6,0,Signal Violation
TA1303,8/24/2024,3:53,Indore,Madhya Pradesh,Minor,Fog,Under Construction,Motorcycle,3,1,0,Weather
TA1304,11/17/2023,4:01,Delhi,Delhi,Minor,Clear,Wet,Auto Rickshaw,2,8,0,Overtaking
TA1305,9/2/2024,4:42,Bhopal,Madhya Pradesh,Moderate,Fog,Wet,Bus,2,8,0,Distracted Driving
TA1306,10/23/2023,4:47,Coimbatore,Tamil Nadu,Minor,Fog,Under Construction,Car,3,0,0,Overtaking
TA1307,7/19/2023,13:06,Delhi,Delhi,Fatal,Overcast,Potholes,Bus,4,6,2,Drunk Driving
TA1308,5/15/2024,5:42,Visakhapatnam,Andhra Pradesh,Minor,Clear,Wet,Auto Rickshaw,1,4,0,Distracted Driving
TA1309,10/23/2023,5:44,Patna,Bihar,Moderate,Overcast,Potholes,Truck,1,1,0,Poor Road Condition
TA1310,1/11/2024,18:30,Patna,Bihar,Severe,Clear,Potholes,Truck,2,6,0,Speeding
TA1311,11/1/2023,1:06,Ahmedabad,Gujarat,Minor,Rain,Dry,Bus,1,3,0,Distracted Driving
TA1312,12/6/2024,11:58,Bhubaneswar,Odisha,Severe,Overcast,Potholes,Motorcycle,2,3,0,Drunk Driving
TA1313,3/2/2023,19:27,Kolkata,West Bengal,Minor,Rain,Under Construction,Truck,2,5,0,Weather
TA1314,10/24/2023,19:32,Lucknow,Uttar Pradesh,Minor,Overcast,Dry,Motorcycle,4,0,0,Poor Road Condition
TA1315,12/19/2024,4:31,Delhi,Delhi,Minor,Rain,Wet,SUV,4,7,0,Distracted Driving
TA1316,10/9/2024,9:10,Bhubaneswar,Odisha,Moderate,Fog,Potholes,Car,1,6,0,Signal Violation
TA1317,12/12/2024,12:35,Jaipur,Rajasthan,Moderate,Fog,Poor,Truck,1,1,0,Weather
TA1318,10/12/2024,22:40,Visakhapatnam,Andhra Pradesh,Moderate,Clear,Under Construction,Bus,2,6,0,Drunk Driving
TA1319,5/21/2024,9:09,Kolkata,West Bengal,Minor,Rain,Poor,Truck,2,7,0,Drunk Driving
TA1320,11/29/2024,1:39,Surat,Gujarat,Minor,Fog,Dry,Car,2,7,0,Overtaking
TA1321,3/14/2024,6:54,Hyderabad,Telangana,Fatal,Cloudy,Poor,Motorcycle,3,1,2,Poor Road Condition
TA1322,3/26/2023,12:41,Jaipur,Rajasthan,Moderate,Cloudy,Dry,Bus,3,3,0,Overtaking
TA1323,12/21/2024,3:14,Chennai,Tamil Nadu,Minor,Fog,Dry,Motorcycle,2,8,0,Weather
TA1324,1/10/2023,0:16,Visakhapatnam,Andhra Pradesh,Moderate,Clear,Potholes,Van,2,7,0,Speeding
TA1325,1/28/2024,3:02,Ahmedabad,Gujarat,Moderate,Clear,Dry,Auto Rickshaw,3,4,0,Distracted Driving
TA1326,5/17/2023,21:53,Indore,Madhya Pradesh,Fatal,Cloudy,Dry,Truck,1,2,1,Poor Road Condition
TA1327,10/5/2024,5:10,Kolkata,West Bengal,Severe,Overcast,Potholes,SUV,2,1,0,Speeding
TA1328,5/7/2023,20:07,Delhi,Delhi,Moderate,Rain,Potholes,Auto Rickshaw,2,3,0,Poor Road Condition
TA1329,9/12/2023,18:53,Chennai,Tamil Nadu,Moderate,Overcast,Poor,SUV,1,4,0,Distracted Driving
TA1330,9/13/2024,17:23,Kochi,Kerala,Minor,Fog,Poor,Van,1,3,0,Overtaking
TA1331,4/26/2023,8:13,Indore,Madhya Pradesh,Moderate,Overcast,Dry,Truck,1,5,0,Poor Road Condition
TA1332,2/1/2024,19:24,Delhi,Delhi,Minor,Overcast,Wet,SUV,4,1,0,Speeding
TA1333,3/11/2023,0:28,Bhubaneswar,Odisha,Minor,Clear,Dry,SUV,4,8,0,Poor Road Condition
TA1334,3/1/2024,14:27,Kochi,Kerala,Moderate,Clear,Under Construction,Truck,2,4,0,Speeding
TA1335,3/22/2023,17:27,Lucknow,Uttar Pradesh,Severe,Cloudy,Under Construction,Auto Rickshaw,4,1,0,Poor Road Condition
TA1336,9/2/2023,1:58,Bhopal,Madhya Pradesh,Minor,Fog,Dry,Bus,1,4,0,Weather
TA1337,5/3/2023,0:25,Pune,Maharashtra,Moderate,Clear,Wet,Bus,3,8,0,Signal Violation
TA1338,6/20/2023,12:41,Jaipur,Rajasthan,Minor,Rain,Dry,SUV,1,5,0,Drunk Driving
TA1339,10/6/2023,17:52,Bhopal,Madhya Pradesh,Minor,Overcast,Dry,Bus,4,8,0,Poor Road Condition
TA1340,5/26/2024,19:20,Bengaluru,Karnataka,Minor,Cloudy,Poor,SUV,1,1,0,Distracted Driving
TA1341,1/3/2023,1:30,Kochi,Kerala,Severe,Clear,Wet,Car,4,5,0,Overtaking
TA1342,7/3/2023,1:12,Delhi,Delhi,Moderate,Fog,Wet,Auto Rickshaw,2,6,0,Weather
TA1343,10/5/2023,2:39,Surat,Gujarat,Moderate,Clear,Under Construction,Van,1,2,0,Distracted Driving
TA1344,2/17/2023,13:41,Kochi,Kerala,Minor,Fog,Poor,SUV,3,5,0,Speeding
TA1345,4/12/2024,0:16,Patna,Bihar,Minor,Rain,Under Construction,SUV,3,3,0,Overtaking
TA1346,8/28/2024,16:50,Nagpur,Maharashtra,Fatal,Cloudy,Under Construction,SUV,2,2,0,Overtaking
TA1347,8/27/2023,18:29,Hyderabad,Telangana,Minor,Clear,Poor,Car,4,4,0,Speeding
TA1348,6/26/2024,8:07,Kolkata,West Bengal,Minor,Clear,Wet,Van,3,1,0,Speeding
TA1349,6/16/2024,14:05,Ahmedabad,Gujarat,Moderate,Rain,Potholes,Van,1,1,0,Signal Violation
TA1350,10/14/2024,13:27,Delhi,Delhi,Minor,Overcast,Dry,Bus,2,3,0,Poor Road Condition
TA1351,11/19/2023,13:24,Jaipur,Rajasthan,Moderate,Rain,Poor,Bus,3,3,0,Speeding
TA1352,5/20/2023,19:57,Kolkata,West Bengal,Minor,Clear,Wet,Bus,4,5,0,Overtaking
TA1353,7/2/2024,12:13,Mumbai,Maharashtra,Fatal,Cloudy,Potholes,Auto Rickshaw,4,4,0,Speeding
TA1354,12/3/2024,10:23,Pune,Maharashtra,Severe,Overcast,Dry,Motorcycle,3,2,0,Speeding
TA1355,12/31/2023,13:31,Ahmedabad,Gujarat,Moderate,Rain,Poor,SUV,2,0,0,Overtaking
TA1356,7/23/2024,18:46,Visakhapatnam,Andhra Pradesh,Minor,Fog,Dry,SUV,2,1,0,Speeding
TA1357,8/16/2023,4:27,Bengaluru,Karnataka,Minor,Fog,Poor,Van,1,4,0,Drunk Driving
TA1358,1/23/2023,2:12,Chennai,Tamil Nadu,Minor,Fog,Wet,Car,3,1,0,Speeding
TA1359,2/21/2023,5:44,Visakhapatnam,Andhra Pradesh,Severe,Fog,Potholes,Bus,1,6,0,Weather
TA1360,6/26/2023,12:04,Bhopal,Madhya Pradesh,Minor,Cloudy,Poor,Auto Rickshaw,4,2,0,Speeding
TA1361,9/26/2024,21:03,Chandigarh,Chandigarh,Minor,Rain,Potholes,Bus,4,0,0,Speeding
TA1362,1/28/2024,4:41,Jaipur,Rajasthan,Minor,Overcast,Wet,Van,1,6,0,Drunk Driving
TA1363,5/6/2024,18:35,Nagpur,Maharashtra,Moderate,Rain,Under Construction,Truck,3,6,0,Poor Road Condition
TA1364,1/27/2023,10:53,Pune,Maharashtra,Moderate,Clear,Poor,Car,4,8,0,Poor Road Condition
TA1365,8/27/2023,5:26,Bhubaneswar,Odisha,Minor,Cloudy,Poor,Truck,1,3,0,Signal Violation
TA1366,12/30/2023,5:55,Indore,Madhya Pradesh,Minor,Overcast,Poor,SUV,3,0,0,Weather
TA1367,8/4/2024,19:14,Nagpur,Maharashtra,Minor,Cloudy,Potholes,Truck,3,2,0,Overtaking
TA1368,4/3/2023,1:55,Bengaluru,Karnataka,Minor,Cloudy,Dry,Truck,4,0,0,Poor Road Condition
TA1369,7/26/2023,4:27,Chandigarh,Chandigarh,Minor,Cloudy,Poor,Car,1,2,0,Signal Violation
TA1370,4/24/2023,17:57,Delhi,Delhi,Severe,Clear,Poor,Van,4,1,0,Poor Road Condition
TA1371,11/27/2023,4:39,Lucknow,Uttar Pradesh,Fatal,Fog,Potholes,Van,3,2,2,Signal Violation
TA1372,1/1/2024,7:37,Chandigarh,Chandigarh,Moderate,Cloudy,Potholes,Auto Rickshaw,3,2,0,Distracted Driving
TA1373,12/19/2024,19:33,Hyderabad,Telangana,Minor,Overcast,Dry,Motorcycle,3,3,0,Weather
TA1374,4/17/2023,16:56,Bhubaneswar,Odisha,Minor,Clear,Wet,Auto Rickshaw,3,2,0,Weather
TA1375,12/26/2024,22:52,Chennai,Tamil Nadu,Moderate,Rain,Potholes,Car,3,3,0,Distracted Driving
TA1376,12/25/2023,8:45,Chennai,Tamil Nadu,Moderate,Clear,Dry,Bus,4,6,0,Distracted Driving
TA1377,5/19/2024,12:55,Bhopal,Madhya Pradesh,Minor,Fog,Dry,SUV,4,3,0,Distracted Driving
TA1378,3/17/2023,1:08,Visakhapatnam,Andhra Pradesh,Minor,Rain,Poor,Car,1,5,0,Distracted Driving
TA1379,6/14/2023,2:33,Indore,Madhya Pradesh,Moderate,Clear,Poor,Truck,4,0,0,Overtaking
TA1380,9/13/2024,14:49,Pune,Maharashtra,Minor,Clear,Poor,Motorcycle,2,6,0,Weather
TA1381,7/7/2024,9:03,Patna,Bihar,Moderate,Rain,Wet,Car,1,6,0,Signal Violation
TA1382,5/17/2024,5:14,Patna,Bihar,Minor,Clear,Potholes,Car,3,7,0,Distracted Driving
TA1383,1/27/2023,7:03,Mumbai,Maharashtra,Minor,Rain,Dry,Bus,1,4,0,Drunk Driving
TA1384,4/27/2024,16:41,Indore,Madhya Pradesh,Severe,Rain,Dry,Van,4,2,0,Poor Road Condition
TA1385,1/14/2024,6:22,Indore,Madhya Pradesh,Minor,Rain,Potholes,Bus,3,3,0,Drunk Driving
TA1386,7/31/2024,2:06,Jaipur,Rajasthan,Minor,Clear,Dry,Van,3,8,0,Overtaking
TA1387,8/21/2023,18:53,Bhubaneswar,Odisha,Minor,Fog,Under Construction,Bus,4,3,0,Overtaking
TA1388,3/22/2023,13:28,Lucknow,Uttar Pradesh,Severe,Clear,Under Construction,Truck,2,1,0,Drunk Driving
TA1389,6/27/2023,5:42,Visakhapatnam,Andhra Pradesh,Fatal,Cloudy,Wet,Car,4,1,2,Overtaking
TA1390,10/4/2024,5:02,Kolkata,West Bengal,Severe,Rain,Poor,Van,1,1,0,Overtaking
TA1391,2/11/2024,18:50,Patna,Bihar,Minor,Rain,Under Construction,Bus,1,8,0,Drunk Driving
TA1392,4/26/2023,14:08,Bhopal,Madhya Pradesh,Minor,Overcast,Under Construction,Truck,1,1,0,Signal Violation
TA1393,10/20/2023,18:16,Mumbai,Maharashtra,Severe,Fog,Poor,Bus,4,7,0,Speeding
TA1394,10/10/2023,13:45,Pune,Maharashtra,Minor,Overcast,Potholes,Car,4,5,0,Weather
TA1395,2/20/2023,16:13,Ahmedabad,Gujarat,Severe,Rain,Dry,Auto Rickshaw,3,4,0,Poor Road Condition
TA1396,12/13/2024,23:22,Coimbatore,Tamil Nadu,Minor,Cloudy,Wet,Auto Rickshaw,4,5,0,Poor Road Condition
TA1397,9/11/2024,22:02,Bhopal,Madhya Pradesh,Minor,Fog,Wet,SUV,4,7,0,Drunk Driving
TA1398,1/18/2024,1:55,Kochi,Kerala,Moderate,Cloudy,Dry,Auto Rickshaw,4,2,0,Drunk Driving
TA1399,8/5/2024,0:59,Kochi,Kerala,Minor,Cloudy,Dry,Motorcycle,1,7,0,Speeding
TA1400,12/22/2024,6:47,Nagpur,Maharashtra,Minor,Fog,Under Construction,Bus,1,0,0,Distracted Driving
TA1401,5/15/2024,20:16,Nagpur,Maharashtra,Minor,Fog,Under Construction,Truck,3,5,0,Distracted Driving
TA1402,12/6/2024,3:05,Jaipur,Rajasthan,Minor,Fog,Dry,Motorcycle,2,3,0,Weather
TA1403,11/24/2024,7:03,Ahmedabad,Gujarat,Minor,Fog,Under Construction,Car,1,7,0,Distracted Driving
TA1404,9/7/2024,0:17,Pune,Maharashtra,Minor,Overcast,Poor,Van,3,6,0,Overtaking
TA1405,4/15/2024,8:36,Nagpur,Maharashtra,Minor,Rain,Under Construction,SUV,4,1,0,Speeding
TA1406,11/9/2024,12:46,Kochi,Kerala,Moderate,Overcast,Under Construction,Auto Rickshaw,3,1,0,Overtaking
TA1407,12/11/2023,9:26,Chennai,Tamil Nadu,Moderate,Rain,Poor,Van,3,3,0,Distracted Driving
TA1408,9/4/2023,1:56,Kochi,Kerala,Severe,Overcast,Potholes,Van,3,2,0,Weather
TA1409,11/2/2024,16:58,Hyderabad,Telangana,Fatal,Rain,Potholes,Bus,4,0,2,Weather
TA1410,7/14/2023,11:42,Bhubaneswar,Odisha,Moderate,Cloudy,Under Construction,Van,4,5,0,Signal Violation
TA1411,6/24/2023,22:26,Lucknow,Uttar Pradesh,Severe,Cloudy,Poor,Car,4,2,0,Weather
TA1412,7/26/2024,6:14,Jaipur,Rajasthan,Severe,Rain,Dry,Motorcycle,3,3,0,Weather
TA1413,3/6/2024,11:18,Lucknow,Uttar Pradesh,Minor,Overcast,Poor,Bus,1,7,0,Speeding
TA1414,8/17/2024,21:11,Bhubaneswar,Odisha,Minor,Cloudy,Under Construction,Car,4,8,0,Poor Road Condition
TA1415,2/25/2023,5:08,Bhopal,Madhya Pradesh,Minor,Cloudy,Poor,Bus,4,2,0,Poor Road Condition
TA1416,3/24/2023,16:38,Pune,Maharashtra,Minor,Cloudy,Poor,Van,1,0,0,Overtaking
TA1417,8/3/2023,5:45,Jaipur,Rajasthan,Moderate,Cloudy,Potholes,SUV,1,2,0,Signal Violation
TA1418,10/10/2024,14:39,Bhopal,Madhya Pradesh,Minor,Fog,Potholes,Car,1,8,0,Distracted Driving
TA1419,1/15/2023,10:59,Nagpur,Maharashtra,Moderate,Overcast,Wet,Car,1,3,0,Distracted Driving
TA1420,11/16/2023,4:24,Nagpur,Maharashtra,Minor,Overcast,Under Construction,Auto Rickshaw,2,1,0,Drunk Driving
TA1421,11/2/2023,9:55,Bengaluru,Karnataka,Moderate,Overcast,Under Construction,Truck,3,6,0,Weather
TA1422,12/17/2023,16:43,Delhi,Delhi,Minor,Cloudy,Wet,SUV,4,0,0,Distracted Driving
TA1423,5/15/2023,7:12,Ahmedabad,Gujarat,Moderate,Overcast,Under Construction,Motorcycle,1,5,0,Weather
TA1424,1/20/2024,21:51,Bengaluru,Karnataka,Minor,Overcast,Under Construction,Car,1,1,0,Weather
TA1425,2/19/2023,23:32,Hyderabad,Telangana,Minor,Fog,Potholes,Car,3,7,0,Weather
TA1426,7/30/2023,23:43,Delhi,Delhi,Moderate,Clear,Poor,Bus,1,8,0,Poor Road Condition
TA1427,9/12/2024,23:55,Chandigarh,Chandigarh,Minor,Clear,Under Construction,Van,1,4,0,Speeding
TA1428,5/24/2024,6:46,Mumbai,Maharashtra,Moderate,Rain,Under Construction,Motorcycle,3,6,0,Poor Road Condition
TA1429,2/10/2023,18:42,Pune,Maharashtra,Moderate,Cloudy,Potholes,Auto Rickshaw,2,0,0,Speeding
TA1430,4/24/2023,19:35,Chennai,Tamil Nadu,Moderate,Cloudy,Dry,SUV,1,1,0,Poor Road Condition
TA1431,4/12/2024,10:06,Ahmedabad,Gujarat,Minor,Clear,Dry,SUV,2,0,0,Drunk Driving
TA1432,1/4/2024,23:06,Lucknow,Uttar Pradesh,Minor,Clear,Dry,SUV,1,0,0,Drunk Driving
TA1433,11/10/2024,22:05,Delhi,Delhi,Minor,Rain,Potholes,Truck,3,1,0,Poor Road Condition
TA1434,7/7/2023,3:53,Surat,Gujarat,Minor,Fog,Poor,SUV,4,7,0,Drunk Driving
TA1435,10/26/2024,5:41,Bhopal,Madhya Pradesh,Minor,Clear,Wet,Car,4,7,0,Drunk Driving
TA1436,11/25/2024,14:57,Bhubaneswar,Odisha,Minor,Fog,Poor,Truck,1,2,0,Overtaking
TA1437,4/26/2023,14:02,Coimbatore,Tamil Nadu,Minor,Clear,Poor,Van,3,0,0,Weather
TA1438,8/13/2024,19:17,Kochi,Kerala,Minor,Rain,Under Construction,Truck,1,6,0,Weather
TA1439,5/8/2024,11:48,Ahmedabad,Gujarat,Moderate,Fog,Wet,SUV,1,0,0,Weather
TA1440,6/1/2024,16:01,Pune,Maharashtra,Severe,Cloudy,Dry,SUV,4,5,0,Distracted Driving
TA1441,10/12/2023,1:43,Surat,Gujarat,Moderate,Overcast,Potholes,Bus,2,1,0,Overtaking
TA1442,8/9/2024,15:17,Visakhapatnam,Andhra Pradesh,Minor,Fog,Potholes,Auto Rickshaw,1,7,0,Weather
TA1443,4/16/2023,13:46,Hyderabad,Telangana,Minor,Overcast,Under Construction,Car,1,4,0,Signal Violation
TA1444,7/31/2023,22:20,Patna,Bihar,Moderate,Rain,Poor,SUV,1,3,0,Drunk Driving
TA1445,12/6/2023,19:07,Visakhapatnam,Andhra Pradesh,Moderate,Overcast,Potholes,Van,3,7,0,Speeding
TA1446,11/5/2024,7:34,Mumbai,Maharashtra,Minor,Rain,Poor,Truck,3,1,0,Speeding
TA1447,5/19/2024,4:47,Pune,Maharashtra,Severe,Fog,Dry,Auto Rickshaw,2,3,0,Speeding
TA1448,8/9/2023,15:36,Indore,Madhya Pradesh,Severe,Cloudy,Poor,Car,4,0,0,Weather
TA1449,5/7/2023,15:22,Bhubaneswar,Odisha,Moderate,Overcast,Under Construction,Motorcycle,4,0,0,Signal Violation
TA1450,7/20/2024,14:46,Bengaluru,Karnataka,Severe,Fog,Under Construction,SUV,2,2,0,Weather
TA1451,4/17/2023,13:13,Delhi,Delhi,Moderate,Overcast,Poor,Truck,4,6,0,Signal Violation
TA1452,10/8/2023,13:34,Ahmedabad,Gujarat,Fatal,Rain,Potholes,SUV,2,2,1,Signal Violation
TA1453,11/3/2023,23:56,Kochi,Kerala,Moderate,Rain,Under Construction,Van,2,3,0,Distracted Driving
TA1454,10/25/2023,23:26,Chandigarh,Chandigarh,Minor,Cloudy,Wet,Truck,3,1,0,Drunk Driving
TA1455,7/29/2024,16:23,Nagpur,Maharashtra,Moderate,Fog,Under Construction,Auto Rickshaw,4,0,0,Signal Violation
TA1456,1/26/2023,13:00,Mumbai,Maharashtra,Minor,Clear,Wet,Auto Rickshaw,2,4,0,Weather
TA1457,5/30/2023,2:07,Jaipur,Rajasthan,Moderate,Rain,Wet,SUV,1,5,0,Drunk Driving
TA1458,4/15/2023,21:01,Visakhapatnam,Andhra Pradesh,Severe,Overcast,Wet,Van,4,3,0,Signal Violation
TA1459,12/10/2024,22:40,Lucknow,Uttar Pradesh,Minor,Fog,Potholes,Bus,3,8,0,Speeding
